County,Age65AndOlderPct2020,AvgHHSize,Ed1LessThanHSPct,Ed5CollegePlusPct,Net_InterMigrationRate_2020_2021,OwnHomePct,Under18Pct2020,PctEmpChange2021,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrans,PctEmpServices,PctEmpTrade,UnempRate2021,Deep_Pov_All,Median_HH_Inc_ACS,PerCapitaInc,Poverty_Rate_ACS,POPESTIMATE2021,PopDensity2020
Butler,19.03,2.58,15.81,13.11,0,65.77,23.34,1.2,2.335792062,0.579557429,7.973305234,15.0509308,6.299028217,40.41681302,18.11263318,4.7,7.785412899,44842,23203,21.26582278,42101,60.64
Caldwell,19.74,2.56,10.77,14.95,0,77.83,23.17,1.7,4.081632653,0.571428571,10.14965986,14.99319728,9.170068027,31.10204082,18.66666667,5.1,6.791705499,54321,25597,17.22972973,8897,20.67
Callaway,16.69,2.58,10.85,24.02,0.01,75.64,21.55,0.9,2.597787436,0.429672066,6.272224417,10.32694587,6.632753852,40.0780324,15.60154089,3.4,3.892746344,63791,28460,10.02117496,44638,53.06
Camden,28.63,2.62,8.63,22.4,0,82.34,18.25,5,0.955131053,0.460906264,9.27920924,7.019102621,4.286983563,46.61261661,19.80231008,5,5.988986316,55717,32400,13.32041313,43436,65.16
Cape Girardeau,17.04,2.51,8.14,32.75,0.08,68.53,21.31,1.8,1.178268586,0.665549201,5.344113587,9.32508381,3.601360678,53.67531059,15.82035102,3.6,6.149908028,59252,29087,14.44668836,82113,141.24
Carroll,21.84,2.54,9.63,19.65,0.02,74.09,21.61,-1.2,12.39384289,0.026539278,9.394904459,9.66029724,7.165605096,41.08280255,10.88110403,4.4,4.206049149,54967,28417,10.231569,8376,12.23
Carter,20.42,2.82,13.04,13.17,0,70.91,21.74,3.5,3.246753247,0.476190476,10.77922078,29.6969697,4.199134199,33.07359307,10.08658009,5.2,3.090423503,42378,24082,21.95726822,5320,10.25
Cass,17.13,2.58,6.67,27.22,0,76.23,24.27,2.6,1.238868074,0.05271779,10.79020202,10.29314857,6.137857022,42.97629582,13.69344605,3.9,2.450057253,76924,36072,7.682334794,109638,154.78
Cedar,22.7,2.54,13.84,15.44,0,72.97,25,2.1,4.045463302,0,9.670583703,11.61625891,4.970140628,44.61568099,14.87189366,3.7,7.822546078,41211,26330,18.45977997,14496,29.90
Chariton,24.1,2.81,8.65,19.25,0.01,80.61,22.38,1,9.369085174,0,8.138801262,10.9148265,6.971608833,38.39116719,16.65615142,3.3,5.130700779,56758,25160,13.16740823,7356,9.86
Christian,16.01,2.68,7.5,31.47,0.03,75.83,26.07,3.8,0.840179673,0.123350478,8.038727395,7.382409756,6.158214444,49.81031955,16.15193055,3.2,4.866140826,69212,32771,9.349991364,91499,157.92
Clark,21.25,2.78,13.58,12.31,0.02,76.31,23.65,0.5,5.416384563,0,9.986459039,26.9465132,8.632362898,27.9282329,14.89505755,4.6,4.215492315,45965,24827,13.19433876,6736,13.15
Clay,14.43,2.53,6.45,34.16,0.04,67.51,24.46,2.7,0.71957688,0.161923714,5.577288307,10.9396872,7.515076308,45.47483751,14.1955645,4.9,3.543975363,75596,37497,8.169047099,255518,637.06
Clinton,18.08,2.6,6.65,21.28,0,76.14,23.39,2.2,2.03911777,0.145651269,8.426966292,16.76029963,8.66625052,38.00457761,12.79650437,5.3,5.304318259,63876,29335,9.884878807,21287,50.57
Cole,17.22,2.43,7.44,35.31,0.04,67.63,22.15,1,0.59856762,0.115008626,7.057347483,7.46771917,4.974123059,40.39677976,14.08855664,3.1,4.715087179,64715,33243,9.49755239,77205,197.37
Cooper,18.69,2.61,10.71,23.28,0.01,75.72,22.26,0.8,4.436029213,0.121720314,9.169596971,6.924533406,6.802813092,46.60535569,12.88882878,3.6,6.110339604,55711,24944,13.02234566,17115,30.28
Crawford,19.62,2.45,18.9,12,0,72.3,22.6,3.1,1.816560794,1.058731751,9.004792154,18.51108882,5.583416917,42.7393291,13.61863368,4.5,6.156749166,46643,26059,16.53501843,22807,31.05
Dade,23.42,2.48,10.77,13.83,0.01,76.3,21.31,0.9,9.348534202,0.195439739,8.990228013,18.53420195,4.527687296,35.17915309,15.92833876,3.3,5.776464267,43661,26525,17.544331,7599,15.45
Dallas,20.34,2.57,13.16,13.04,0.05,76.6,23.87,3,4.260373773,0,8.710801394,13.43047197,8.504909724,40.71903706,14.96674058,4.3,6.037577788,44948,24563,21.12254667,17341,31.56
Daviess,20.55,2.74,12.83,20.02,0,79.5,25.84,0.4,5.679347826,0.081521739,8.885869565,14.5923913,4.429347826,33.58695652,15.27173913,3.8,3.971734893,55750,26248,12.41471735,8399,14.97
DeKalb,18.47,2.33,10.43,15.33,0.01,71.37,19.06,-0.1,7.160616609,0.074589756,8.080556937,14.66931875,7.40924913,37.04624565,10.91496768,3.8,5.439378357,59462,21785,10.33024797,11098,26.17
Dent,22,2.43,16.15,15.59,0,71.86,22.02,-0.2,3.406084656,1.669973545,5.241402116,12.25198413,4.133597884,47.6521164,13.49206349,4.3,5.7156747,45700,24813,16.87617196,14432,19.16
Douglas,24.84,2.58,16.25,13.2,0,78.42,21.63,4.1,7.262044653,0.047003525,8.343125734,22.67920094,7.262044653,28.81316099,15.08813161,4.3,7.49486653,45125,25189,21.32956879,11732,14.23
Dunklin,18.44,2.5,20.8,13.87,0.04,64.08,24.63,-0.8,6.65022461,0.123315423,4.28961508,14.16365718,6.183387651,44.12049679,15.34396195,6.1,9.587662221,42194,24481,22.08002301,27717,52.19
Franklin,17.86,2.55,10.05,21.14,0.01,78.1,22.55,2.7,1.399928106,0.069896553,10.94779726,19.80269202,4.637137037,38.70871111,14.12908895,4,4.291624582,65263,32422,9.305803745,105231,113.46
Gasconade,22.78,2.48,11.65,18.1,0,80.13,20.97,2.6,2.03178991,0.732550104,10.31098825,20.829302,6.330338632,34.83068417,15.25915688,3.6,4.066772,58956,29322,10.19440819,14791,28.50
Gentry,19.54,2.62,13.97,19.85,0,77.57,25.43,-1,7.88983997,0.148864905,3.907703759,15.89132862,4.317082248,48.75325642,9.750651284,2.7,5.587510271,47746,25987,15.15201315,6173,12.54
Greene,16.6,2.21,7.1,31.85,0.04,56.72,20.56,3.8,0.528579356,0.048557159,5.123473918,8.704217536,5.57436182,52.12056049,16.00860155,3.4,6.286158817,50682,30477,14.9127633,300865,442.62
Grundy,21.58,2.61,15.55,16.25,0.04,69.73,24.98,-1.3,6.658767773,0,4.952606635,13.67298578,6.82464455,40.49763033,17.13270142,3.6,6.02334306,49621,26030,16.07961651,9720,22.53
Harrison,22.13,2.61,8.64,16.63,0,72.17,23.51,0.4,7.071887785,0.379894798,7.685563998,9.935710111,4.208065459,44.62302747,18.14728229,3.5,6.266996292,45313,22692,16.60074166,8164,11.29
Henry,22.14,2.35,11.41,15.66,0,71.18,22.14,6.4,3.779257032,0.24694009,9.512561735,11.56323814,7.204208718,41.41077947,14.38694438,4,5.341384115,49682,29491,15.10915002,22206,31.49
Hickory,32.59,2.45,10.87,9.84,0,83.86,16.34,3.6,5.035971223,1.060204468,17.03900038,3.824308974,6.967057933,47.29269216,9.352517986,4,8.190430507,32132,20779,15.42151337,8607,20.76
Holt,25.79,2.34,5.84,20.86,0,78.26,21.57,-2,10,1.530612245,6.836734694,12.65306122,8.571428571,38.52040816,13.92857143,2.9,3.944537413,52500,30133,10.63829787,4226,9.13
Howard,19.54,2.94,12.09,27.72,0.01,81.29,22.15,2,3.856749311,0.734618916,6.290174472,9.366391185,5.211202939,49.35720845,14.71533517,3.2,5.066921606,58596,25827,9.762056512,10168,21.89
Howell,19.66,2.52,14.15,18.2,0.01,67.89,23.82,1.8,2.442602041,0.12755102,6.728316327,11.97704082,6.25,47.44897959,16.79209184,4.8,10.11333692,43200,22030,23.46048558,39975,42.87
Iron,21.68,2.54,17.32,15.56,0,75.94,21.01,1.5,0.806451613,5.59139785,9.35483871,8.817204301,7.903225807,48.9516129,9.650537634,5.8,7.610103627,44717,23175,21.70768566,9408,17.33
Jackson,15.25,2.38,8.63,32.4,0.06,58.61,22.73,2.7,0.373579648,0.025534419,6.70944607,8.692526742,6.455489623,49.37440674,13.69366469,5.5,5.874328612,60800,34040,13.4189407,716862,1186.40
Jasper,15.73,2.54,12.39,23.93,0.06,63.63,24.8,4.2,0.761194813,0.164488075,5.443855321,18.81113619,5.715085656,46.24214744,14.96841479,3.7,7.976996336,51876,26231,17.85872278,123155,192.26
Jefferson,15.62,2.61,9.26,22.1,0.01,79.94,23.11,2.9,0.418923419,0.176158174,10.70883946,12.02169988,5.364498431,43.93612732,14.86477012,4.1,4.251226358,71285,32916,8.721269135,227771,345.40
Johnson,12.78,2.41,7.05,29.15,0.02,62.81,22.52,1.4,2.33443912,0,7.056558955,10.02170619,5.803333743,46.91813081,13.15886473,4.4,4.774444467,59952,28484,11.81558531,54150,65.13
Knox,21.66,3.08,13.3,15.37,0,87.29,24.2,0,13.95770393,0.664652568,7.009063444,9.909365559,3.685800604,36.01208459,19.21450151,3.1,4.773397694,40814,22839,14.2665594,3808,7.43
Laclede,17.8,2.47,13.47,16.68,0,69.86,23.98,3,2.417426152,0.381358671,4.207872794,27.17342124,5.132182794,39.24762459,13.76123069,4.3,5.264049225,46968,24737,15.7328742,36133,47.13
Lafayette,18.62,2.66,9.58,21.47,0.01,73.25,22.99,2.1,2.140339635,0.147388658,10.04806152,11.75264338,10.40051266,39.18615828,14.8798462,4.3,3.800180074,70969,32000,10.27352603,32817,52.50
Lawrence,17.94,2.6,14.97,15.31,0,70.35,25.23,1.2,3.915589168,0.158575262,4.946328373,20.29763357,7.995852647,37.46645523,17.18711881,4,5.929581222,46923,23919,16.20432115,38321,62.12
Lewis,18.82,2.75,14.6,12.72,0,76.24,21.24,-0.8,4.048873982,0.119789171,4.360325827,14.35074269,10.42165788,40.896023,16.21945376,3.5,7.083468308,46250,22873,18.87485153,10000,19.86
Lincoln,13.79,2.71,9.15,18.75,0,80.24,25.5,2.6,1.159503275,0.390079805,13.24839853,15.79644276,5.761729235,38.01309809,14.62978206,4.6,5.919830564,76622,30941,10.68520737,61586,95.08
Linn,21,2.48,10.09,19.08,0.02,77.5,23.28,1.3,4.665573173,0.127574266,7.472207035,16.14725715,5.868416257,35.84836887,11.91908147,5.4,6.82972241,54245,28307,15.54671632,11843,19.29
Livingston,19.97,2.49,11.77,19.98,0.02,69.06,21.19,0.3,3.445079561,0.432566044,3.939440754,12.18909316,5.793295226,44.7860343,16.05128997,3,3.215294373,54309,27284,11.1449055,14755,27.35
McDonald,15.43,2.81,21.83,10.93,0.11,65.4,26.3,4.1,4.907646048,0,9.417955327,27.15850515,3.640463918,31.50773196,16.11898625,3.9,6.129004254,43086,20945,18.0875076,23383,43.20
Macon,22.38,2.63,9.66,17.75,0.03,75.33,23.3,0.4,3.534883721,0.07751938,8.217054264,15.44186047,7.534883721,35.79844961,15.41085271,3.7,4.346953789,48583,24283,11.1282017,15183,18.98
Madison,19.37,2.69,12.47,15.71,0,74.39,22.79,2.6,2.401239349,1.607281177,6.525948877,15.02711077,6.700232378,43.72579396,15.18202943,4.4,3.156872268,50529,27371,11.62376558,12652,25.54
Maries,21.76,2.3,14.13,17.03,0.04,74.7,21.67,1.1,3.271154366,0.189240335,10.75966477,15.03108948,7.785888078,36.82076237,12.9494458,3.8,7.540202502,50434,28976,15.8308517,8406,16.00
Marion,18.15,2.37,10.38,24.3,0.02,66.73,23.14,1.2,2.705387849,0.084065724,6.748184945,15.17768437,3.989300726,46.81696599,17.20290409,3.5,8.065638621,56213,26958,17.76491704,28518,65.29
Mercer,22.41,2.84,12.51,18.37,0.06,80.78,22.92,-2.5,20.34009156,0,4.120340092,18.57423152,4.185742315,30.60824068,11.77240026,2.9,3.826384923,52105,24614,13.53512279,3488,7.80
Miller,19.15,2.41,11,19.68,0,75.47,23.61,4.8,1.782531194,0,13.20855615,9.286987522,5.017825312,39.84848485,14.65240642,4.1,5.986787779,47288,26592,14.85549133,24909,41.72
Mississippi,18.27,2.48,20.19,13.35,0,61.35,20.95,-2.7,10.49172898,0.022660322,2.832540222,9.675957399,6.707455246,38.40924541,19.89576252,4.7,8.967747575,39127,19359,23.41578533,12538,30.56
Moniteau,16.26,2.62,14.42,18.3,0.01,76.76,25.5,0.2,5.50319246,0.152021891,11.46245059,11.8729097,4.363028276,33.55123138,15.97750076,3.4,4.773799611,58900,24229,11.48348598,15484,37.28
Monroe,23.69,2.43,9.14,15.81,0,74.87,22.52,1.8,6.149659864,0.43537415,8.272108844,19.72789116,4.897959184,37.46938776,13.49659864,4.4,8.684426711,46441,26178,15.38551813,8712,13.38
Montgomery,20.51,2.39,14.16,16.39,0.01,72.86,21.85,2.7,8.107059736,0.135764158,9.775019395,17.20325834,5.876648565,33.80527541,14.56555469,3.7,9.05226985,54390,26994,15.22879363,11415,21.16
Morgan,23.61,2.71,20.89,13.11,0,81.67,22.78,5.8,7.292773645,0,10.18862912,15.03719447,4.662592986,33.93995749,16.08660999,4.7,6.714628297,46078,25146,20.03132188,21379,35.15
New Madrid,19.33,2.4,17.72,13.71,-0.01,65.1,23.69,0.3,6.536149222,0,5.333744412,13.92014799,6.08910128,39.24772622,16.63326653,4.8,7.916949048,42370,24429,19.5798164,16035,24.35
Newton,18.37,2.63,10.76,22.53,0.03,74.69,23.71,3.9,2.852229823,0.041119958,7.681955815,15.98818736,6.874509364,42.28253149,15.22933722,3.8,4.857603999,55820,30218,14.69776644,59386,93.87
Nodaway,15.55,2.22,6.05,27.03,0.01,58.73,19.95,2.3,5.933797254,0.282113974,5.115666729,13.34399097,3.093849915,49.12544668,16.10870792,2.9,8.958177345,47669,24639,20.73483795,21160,24.22
Oregon,23.02,2.56,16.63,14.23,0,72.1,21.9,-0.3,8.915812364,0,6.585896241,12.27089158,10.25163094,41.72103138,12.42621932,5.3,8.707639288,35972,19412,25.39919586,8631,10.93
Osage,17.73,2.53,8.15,21.73,0,83.95,22.75,0.5,5.308951482,0.206459224,8.612299071,18.03568795,4.45362041,30.5559652,12.81521899,2.6,3.0626238,67088,36280,8.151759866,13379,21.88
Ozark,29.02,2.39,18.45,11.87,0,79.45,18.78,1.2,6.883431339,0,9.131788309,18.50570737,8.267035628,42.02698028,9.131788309,5.5,10.08088149,36402,23061,21.86144649,8782,11.48
Pemiscot,17.54,2.56,20.2,11.74,0,55.81,25.75,-2.2,6.278434941,0.109190173,3.494085532,18.81710646,4.65878071,42.87534122,12.0655141,7.3,11.38314785,35865,21963,27.49761526,15236,31.79
Perry,19.12,2.56,13.8,19.25,0.03,74.14,23.11,2.2,5.045164133,1.487111699,5.595946244,24.47675699,6.378056841,37.66248072,12.54681648,3.2,4.118245595,56832,28041,9.457505489,18922,39.96
Pettis,16.87,2.53,12.61,18.26,0.05,69.51,25.07,0.8,3.417973739,0.311653809,5.99805855,19.70571706,5.293005671,41.99151893,15.65421754,4.7,6.229997866,51936,27939,16.06097243,43188,63.00
Phelps,16.72,2.32,9.4,31.21,0.15,60.88,20.49,2.6,1.246455893,0.347723747,3.418391911,9.950248756,4.13523779,54.66217301,13.20280319,3.7,9.514404085,48124,26375,18.80961557,44937,66.45
Pike,18.5,2.49,12.94,14.87,0.01,72.34,23.17,0.5,4.642701208,1.251637316,10.49337797,11.73046136,8.0337651,38.05850677,13.01120652,3.9,9.727335122,47382,23697,16.50963998,17761,26.23
Platte,15.08,2.48,3.37,44.37,0.08,66.54,23.92,2.6,0.478443178,0.051965739,5.675017023,8.387986955,8.918395871,49.39970612,11.95032792,4,3.13232863,85031,44103,5.979201107,108569,254.21
Polk,17.67,2.58,10.76,21.64,0.01,71.12,24.15,3.3,4.354965375,0.035696438,7.781823374,11.95116727,4.304990362,49.04690512,13.79310345,3.5,6.729645826,50890,24628,15.87275094,32043,49.60
Pulaski,9.1,2.84,5.56,29.08,-0.02,52.95,22.62,1.7,1.150028882,0.372840414,8.438796408,10.32925484,3.082497506,42.94491414,13.8161004,4.4,6.912494875,59252,25957,14.55609712,53816,98.62
Putnam,24.14,2.71,5.61,18.68,0,81.1,21.9,-0.2,8.523002421,1.162227603,6.004842615,19.031477,7.070217918,31.38014528,10.99273608,3.1,5.352112676,46161,29131,12.11267606,4712,9.05
Ralls,22.07,2.55,9.55,14.49,0,86.53,21.87,0.9,4.78418031,0.29768233,8.420157346,18.94535403,9.270678291,35.29661918,13.60833511,3.4,7.714815176,58829,27202,12.74748854,10361,22.04
Randolph,16.65,2.58,11.01,18.21,0.01,69.43,21.42,3.3,1.225983532,0,4.263494968,12.78133577,9.917657823,42.98261665,18.59103385,4.2,5.020062805,51403,24324,16.18108863,24760,51.20
Ray,18.67,2.66,10.63,15.44,0.01,77.85,23.02,2.5,2.834729898,0.213941879,6.641112498,15.74255661,7.978249242,38.96416474,17.01729364,6.5,3.909023182,67643,33616,10.78048994,23008,40.70
Reynolds,23.44,2.63,22.17,13.69,0,81.14,21.42,2,4.680120223,10.17604122,6.01116359,17.00300558,2.662086733,39.58780593,11.63589523,4.1,5,41925,23114,15.6187291,6087,7.54
Ripley,20.4,2.78,18.23,10.34,0,80.36,22.36,3.8,2.749391728,0.072992701,6.374695864,20.3163017,11.26520681,39.6350365,12.84671533,5.5,6.166022455,36089,19083,21.31419105,10617,16.96
St. Charles,15.71,2.58,4.62,41.79,0.05,81.16,23.35,2.7,0.47925618,0.143220657,7.030326627,12.69519029,4.224777637,45.20164449,14.69425402,3.5,2.173400797,91792,43511,4.709119517,409981,723.03
St. Clair,26.28,2.27,11.92,13.38,0,78.89,21.26,3.7,6.145552561,0,7.331536388,7.95148248,8.490566038,43.2884097,13.80053908,4.5,5.741950011,40470,23181,15.08669219,9376,13.75
Ste. Genevieve,20.26,2.55,8.6,19.04,0.01,84.04,21.46,2,1.461208396,2.11063435,9.671807956,14.69326221,5.636089528,42.01553984,10.78510959,3.4,2.913694919,62607,31994,10.15093714,18588,37.02
St. Francois,16.63,2.61,14.03,14.58,0.01,69.44,20.95,1.4,1.375151671,0.352980108,6.386733831,12.22193624,5.327793507,46.63381991,14.82516454,4.8,5.97659766,50015,23615,16.73840111,67541,148.09
St. Louis,18.32,2.38,5.9,45.29,0.07,68.82,21.88,2.8,0.399086663,0.122535346,4.59358114,10.00386534,4.91974433,51.43276695,13.18340851,4.5,4.362020708,72562,45307,9.579933176,997187,1977.11
Saline,18.37,2.8,12.91,24.42,0.11,71.78,22.34,0.4,6.845153328,0.275325169,5.886262224,16.58596791,4.851419349,43.80518371,12.29469287,3.5,6.570813682,49705,24209,13.58120793,23289,30.88
Schuyler,19.12,3.23,10.32,9.69,0,76.44,25.84,-1.3,5.927134312,0,5.437737901,17.94453507,4.078303426,45.84013051,11.85426862,4.3,2.53133448,49746,21420,10.51855493,4025,13.12
Scotland,18.72,2.86,20.57,14.61,0,79.8,29.79,-2.1,14.23319328,0,6.355042017,11.8697479,8.403361345,36.18697479,9.138655462,2.6,1.823642995,48705,25226,10.94185797,4693,10.80
Scott,18.53,2.51,14.42,20.29,0,66.5,23.96,3.2,2.804118913,0.145441852,5.305718774,15.63790796,6.760137297,43.14387108,16.02769213,3.9,7.040525038,50556,27221,16.36475202,37840,90.62
Shannon,22.73,2.6,14.24,15.27,0,78.97,21.83,2.4,7.486631016,2.444614209,10.84797555,12.33766234,6.073338426,36.89839572,12.8724217,5.6,12.95193843,41176,19699,23.43545811,7106,7.00
Shelby,21.78,2.51,11.3,18.93,0,74.75,24.45,-0.3,9.978540773,0.39341917,8.154506438,14.19885551,4.399141631,39.27038627,13.8769671,3.3,6.04714725,46178,25878,14.3662453,5976,12.18
Stoddard,20.02,2.52,18.91,13.63,0,69.64,22.45,2.5,6.281661601,0.303951368,7.379263762,14.58122256,5.901722391,38.01080716,16.00810537,4.5,6.763897696,46052,24295,17.23384767,28479,34.83
Stone,31.31,2.5,9.95,20.7,0,84.48,17.02,6.9,1.435731883,0.976977317,7.960241271,7.917763996,6.031773001,51.6863478,13.94104154,6.6,5.4983042,54320,29804,14.35885729,31548,67.00
Sullivan,20.02,2.89,14.95,15.12,0.07,75.2,23.34,-4.3,10.12608353,0.039401103,4.412923562,23.24665091,4.294720252,37.35224586,14.77541371,4.9,6.780821918,46964,24411,15.71917808,5934,9.26
Taney,22.15,2.55,9.93,22.31,0.04,67.78,20.27,7.1,1.13075578,0.493491354,6.99436565,5.304060618,5.455605207,51.72721974,16.9613367,7.5,3.817104776,51031,26100,14.64457608,56387,88.67
Texas,21.4,2.52,14.86,14.82,0,77.22,21.84,2,5.701013514,1.245777027,7.495777027,12.24662162,8.963260135,38.57685811,13.73521959,4.6,7.975433957,37994,21272,19.09839212,24987,20.80
Vernon,19.95,2.46,10.66,19.07,0,74.69,24.24,1.3,8.058139535,0.244186047,7.697674419,12.56976744,2.662790698,42.29069767,13.6744186,3.4,6.008696108,49494,24771,16.08256064,19595,23.85
Warren,17.69,2.72,12.05,19.59,0.02,81.55,23.29,2.6,0.56276287,0.159943131,12.1319827,15.25975949,6.26740122,37.70511226,16.80587643,4.1,4.088368996,68350,32318,10.67840287,36518,82.90
Washington,17.19,2.59,19.51,12.62,0,78.31,22.2,2.3,2.210549354,1.696213614,10.19916831,17.18100241,3.195447582,40.64346684,15.5723353,5.1,9.342667195,44955,26024,19.15202747,23502,30.94
Wayne,24.26,2.6,18.23,10.73,0,75.84,19.27,-2.5,3.445424476,0.165380375,9.592061742,17.64057332,8.296582139,37.92723264,15.65600882,5,5.957101658,42257,21627,23.63914924,10914,14.45
Webster,15.42,2.79,12.68,18.34,0.01,78.53,27.08,3.2,2.41940436,0.405280933,13.54006755,10.72766349,8.744243169,39.44734418,16.77617439,3.4,6.540970187,59325,25684,14.65578706,39735,65.96
Worth,25.7,2.73,8.61,18.35,0,81.38,20.68,2.6,14.80662983,0,8.508287293,6.187845304,3.093922652,41.32596685,19.66850829,2.5,5.198776758,41847,27699,15.69826707,1983,7.40
Wright,19.6,2.69,17.03,11.67,-0.01,77.19,25.83,6.2,6.547797423,0.074917591,8.061132754,15.11836979,7.401857956,40.06592748,13.20047947,4,6.567832168,40179,20040,19.66993007,18610,26.68
St. Louis,14.27,2.08,10.75,38.01,0.13,44.72,17.92,2.8,0.357954727,0.067236577,3.632696187,8.467966574,5.26494413,58.14555118,11.06457913,6.4,9.211726296,48751,33326,19.61920389,293310,4884.96
Montana,19.15,2.41,5.65,33.66,0.05,69.06,21.59,3.8,4.794537455,1.439120767,8.454715831,4.850932609,5.259180353,48.34849546,14.29512704,3.4,5.387238632,60560,34423,12.48566416,1104271,7.45
Beaverhead,22.89,2.22,5.46,33.13,0.02,67.34,19.71,2.3,11.11862878,2.548488949,8.615245828,7.194406856,2.728912945,43.16644114,14.65944971,2.8,5.542439573,51048,30134,16.4811692,9524,1.69
Big Horn,13.39,3.69,10.6,19.45,0.02,67.29,33.35,-4.7,8.915460457,2.999790225,2.622194252,0.31466331,5.307321166,52.71659325,11.09712608,7.8,11.21834466,49640,19240,28.56701668,12957,2.63
Blaine,15.36,3.09,9.32,24.69,0.03,62.23,29.51,-0.6,14.1796875,0.5859375,7.890625,0.1171875,3.3203125,42.578125,12.34375,3.8,14.43981015,50847,21125,25.80181217,6980,1.67
Broadwater,23.55,2.39,7.09,23.53,0.01,85.64,21.63,3,9.462578305,2.80250577,10.38575668,7.088691065,8.935047808,36.00395648,14.63897132,4,1.988162088,60244,33398,6.890271665,7288,5.68
Carbon,25.91,2.3,4.49,31.54,0.04,73.12,18.78,3,9.561218624,3.372293543,10.15520215,6.725426327,6.093121288,40.1034681,15.11783867,3.4,2.99990354,63178,37557,9.723160027,10847,5.11
Carter,26.01,2.14,7.69,20.84,0,68.61,23.11,0.6,46.65676077,1.783060921,10.84695394,0.59435364,3.714710253,22.28826152,4.754829123,2.6,2.409638554,41447,28721,14.90963855,1428,0.42
Cascade,18.89,2.4,7.04,27.72,0.03,67.45,22.3,2.4,2.746436668,0.917216041,7.908382625,4.518331292,5.531959246,46.92393882,17.72936915,3.3,4.987154668,56377,31478,12.94030269,84511,31.29
Chouteau,21.31,2.65,7.92,27.3,0.03,66.52,26.28,0.5,26.18210238,0.195388824,6.525986714,2.461899179,4.337631888,34.77921063,9.5349746,2.7,6.573331057,48237,26856,14.59791702,5916,1.48
Custer,19.95,2.37,5.92,27.97,-0.01,66.32,22.08,1.6,7.484741407,0.706713781,6.729842596,1.766784452,4.497269515,42.53132027,20.62319306,3.1,5.56178322,55426,31910,12.30490644,11916,3.14
Daniels,26.25,2.19,7.07,22.29,0,78.44,21.07,-0.9,23.48837209,1.627906977,8.255813954,0.348837209,1.744186047,33.25581395,12.3255814,1.9,4.717530577,54722,33367,10.48340128,1686,1.16
Dawson,20.09,2.21,5.02,23.18,0.01,70.05,21.99,-1.1,7.076989063,4.696547287,12.58846236,4.73943813,10.29380227,40.78919151,10.70126528,3.1,3.932518906,57684,31966,9.028504945,8904,3.77
Deer Lodge,24.8,2.03,9.28,22.51,0,67.56,16.66,2.2,2.407897905,1.709607513,6.718035155,5.032506622,3.082109319,55.09270407,13.65278112,3.3,9.030589294,44809,28579,22.71704903,9491,12.79
Fallon,18.07,2.53,4.51,19.21,0.1,73.14,27.55,-0.6,12.95051924,19.12034209,11.05681124,2.626756262,10.20158827,29.07758094,10.14050092,2.6,3.939899833,83750,41686,12.78797997,3017,1.88
Fergus,24.55,2.14,4.68,26.39,0.06,66.71,20.71,0.8,17.78704186,0.468994268,6.756991489,3.786694459,6.618030224,43.11273233,15.6157721,3.3,9.270164169,52941,31075,14.32905068,11617,2.64
Flathead,20.13,2.51,5.06,33.65,0.02,74.99,21.9,6.9,3.146377526,1.090192213,10.46821094,6.206012814,3.365204534,48.28191227,15.20551996,4,3.185477968,63582,34897,9.198262822,108454,20.51
Gallatin,12.95,2.42,2.55,52.21,0.09,62.34,19.76,7,2.832101121,0.253398521,10.83800382,7.382840448,2.638325781,52.64726926,14.66581207,2.4,4.813533393,76208,42219,10.39196677,122713,45.66
Garfield,24.47,2.41,2.39,21.49,0,72.03,23.53,-0.4,43.10954064,0,4.770318021,5.653710247,3.886925795,24.73498233,12.8975265,2.6,5.864197531,55000,31342,8.333333333,1209,0.25
Glacier,12.16,3.28,11.44,21.71,0.02,65.62,31.43,3.1,6.739631336,0.806451613,4.781105991,1.632104455,2.361751152,50.2688172,13.11443932,7,13.22735675,39441,20557,27.99260628,13785,4.60
Golden Valley,30.01,2.35,8.44,19.27,0,83.95,19.68,2.3,25.72178478,5.249343832,9.448818898,4.199475066,5.249343832,39.10761155,7.349081365,3.5,6.463414634,46607,27064,15.12195122,831,0.70
Granite,31.13,2.44,9.05,32.77,0,78.76,18.22,5.1,15.59633028,4.892966361,3.669724771,3.593272171,1.605504587,46.02446483,17.58409786,4.4,6.05875153,49077,32389,11.99510404,3344,1.92
Hill,15.05,2.55,8.84,26.08,0.04,66.91,26.44,0.9,7.035583818,0.24353944,6.020836152,0.987687728,11.1757543,47.57137059,11.97402246,3.1,6.163522013,56840,25384,14.67295597,16179,5.62
Jefferson,22.5,2.56,5.47,35.78,-0.01,84.06,20.84,3.2,4.149981798,1.528940663,11.88569348,4.659628686,4.696032035,45.0673462,11.24863487,3.2,2.898306513,72500,36979,5.585980285,12470,7.29
Judith Basin,27.78,2.28,5.06,23.21,0,77.13,18.59,-1.4,37.42004264,0,8.315565032,0.746268657,4.904051173,31.98294243,8.102345416,2.7,7.335329341,51691,32975,18.06387226,2044,1.08
Lake,22.6,2.59,7.67,32.55,0.02,72.45,23.2,4.4,4.348826507,0.974075779,7.792606228,5.982512655,3.367080841,50.24543642,12.12609296,3.8,9.229314729,53154,28371,19.06826628,32033,20.89
